"Vorwahl";"Ortsnetzname";"Gemeindename";"Gemeindekennzahl"
"09636";"Plo?berg";"Plo?berg, Markt";"09377146"
"09636";"Plo?berg";"Tirschenreuth, Stadt";"09377154"
"09637";"Falkenberg Oberpf";"Falkenberg, Markt";"09377117"
"09637";"Falkenberg Oberpf";"Plo?berg, Markt";"09377146"
"09637";"Falkenberg Oberpf";"Tirschenreuth, Stadt";"09377154"
"09637";"Falkenberg Oberpf";"Windischeschenbach, Stadt";"09374168"
"09638";"Neualbenreuth";"Neualbenreuth, Markt";"09377142"
"09638";"Neualbenreuth";"Waldsassen, Stadt";"09377158"
"09639";"Mahring";"Mahring, Markt";"09377139"
"09639";"Mahring";"Tirschenreuth, Stadt";"09377154"
"09641";"Grafenwohr";"Grafenwohr, Stadt";"09374124"
"09642";"Kemnath Stadt";"Immenreuth";"09377127"
"09642";"Kemnath Stadt";"Kastl";"09377128"
"09642";"Kemnath Stadt";"Kemnath, Stadt";"09377129"
"09642";"Kemnath Stadt";"Kulmain";"09377133"
"09642";"Kemnath Stadt";"Speichersdorf";"09472190"
"09643";"Auerbach i d Opf";"Auerbach i.d. OPf., Stadt";"09371113"
"09643";"Auerbach i d Opf";"Kirchenthumbach, Markt";"09374129"
"09644";"Pressath";"Erbendorf, Stadt";"09377116"
"09644";"Pressath";"Kastl";"09377128"
"09644";"Pressath";"Parkstein, Markt";"09374144"
"09644";"Pressath";"Pressath, Stadt";"09374149"
"09644";"Pressath";"Schwarzenbach";"09374156"
"09644";"Pressath";"Trabitz";"09374148"
"09645";"Eschenbach i d Opf";"Eschenbach i.d. OPf., Stadt";"09374117"
"09645";"Eschenbach i d Opf";"Schlammersdorf";"09374155"
"09645";"Eschenbach i d Opf";"Speinshart";"09374157"
"09646";"Freihung";"Freihung, Markt";"09371121"
"09646";"Freihung";"Vilseck, Stadt";"09371156"
"09646";"Freihung";"Weiherhammer";"09374166"
"09647";"Kirchenthumbach";"Kirchenthumbach, Markt";"09374129"
"09648";"Neustadt a Kulm";"Kastl";"09377128"
"09648";"Neustadt a Kulm";"Neustadt am Kulm, Stadt";"09374140"
"09648";"Neustadt a Kulm";"Speichersdorf";"09472190"
"09648";"Neustadt a Kulm";"Speinshart";"09374157"
"09648";"Neustadt a Kulm";"Trabitz";"09374148"
"09651";"Vohenstrauss";"Vohenstrau?, Stadt";"09374162"
"09652";"Waidhaus";"Eslarn, Markt";"09374118"
"09652";"Waidhaus";"Pleystein, Stadt";"09374147"
"09652";"Waidhaus";"Waidhaus, Markt";"09374164"
"09653";"Eslarn";"Eslarn, Markt";"09374118"
"09654";"Pleystein";"Pleystein, Stadt";"09374147"
"09655";"Tannesberg";"Gleiritsch";"09376131"
"09655";"Tannesberg";"Guteneck";"09376133"
"09655";"Tannesberg";"Pfreimd, Stadt";"09376153"
"09655";"Tannesberg";"Tannesberg, Markt";"09374159"
"09655";"Tannesberg";"Teunz";"09376171"
"09655";"Tannesberg";"Trausnitz";"09376173"
"09656";"Moosbach b Vohenstrau?";"Moosbach, Markt";"09374137"
"09656";"Moosbach b Vohenstrau?";"Vohenstrau?, Stadt";"09374162"
"09657";"Waldthurn";"Theisseil";"09374160"
"09657";"Waldthurn";"Vohenstrau?, Stadt";"09374162"
"09657";"Waldthurn";"Waldthurn, Markt";"09374165"
"09658";"Georgenberg";"Georgenberg";"09374123"
"09658";"Georgenberg";"Pleystein, Stadt";"09374147"
"09658";"Georgenberg";"Waldthurn, Markt";"09374165"
"09659";"Leuchtenberg";"Irchenrieth";"09374127"
"09659";"Leuchtenberg";"Leuchtenberg, Markt";"09374132"
"09659";"Leuchtenberg";"Pirk";"09374146"
"09659";"Leuchtenberg";"Tannesberg, Markt";"09374159"
"09659";"Leuchtenberg";"Vohenstrau?, Stadt";"09374162"
"09659";"Leuchtenberg";"Weiden i.d. OPf., Stadt";"09363000"
"09661";"Sulzbach-Rosenberg";"Edelsfeld";"09371119"
"09661";"Sulzbach-Rosenberg";"Hahnbach, Markt";"09371126"
"09661";"Sulzbach-Rosenberg";"Illschwang";"09371131"
"09661";"Sulzbach-Rosenberg";"Neukirchen b. Sulzbach-Rosenberg";"09371141"
"09661";"Sulzbach-Rosenberg";"Poppenricht";"09371144"
"09661";"Sulzbach-Rosenberg";"Sulzbach-Rosenberg, Stadt";"09371151"
"09662";"Vilseck";"Edelsfeld";"09371119"
"09662";"Vilseck";"Hahnbach, Markt";"09371126"
"09662";"Vilseck";"Vilseck, Stadt";"09371156"
"09663";"Neukirchen b Sulzbach-Rosenberg";"Birgland";"09371116"
"09663";"Neukirchen b Sulzbach-Rosenberg";"Etzelwang";"09371140"
"09663";"Neukirchen b Sulzbach-Rosenberg";"Hirschbach";"09371128"
"09663";"Neukirchen b Sulzbach-Rosenberg";"Illschwang";"09371131"
"09663";"Neukirchen b Sulzbach-Rosenberg";"Neukirchen b. Sulzbach-Rosenberg";"09371141"
"09663";"Neukirchen b Sulzbach-Rosenberg";"Weigendorf";"09371157"
"09664";"Hahnbach";"Edelsfeld";"09371119"
"09664";"Hahnbach";"Gebenbach";"09371123"
"09664";"Hahnbach";"Hahnbach, Markt";"09371126"
"09664";"Hahnbach";"Poppenricht";"09371144"
"09665";"Konigstein Oberpf";"Edelsfeld";"09371119"
"09665";"Konigstein Oberpf";"Hirschbach";"09371128"
"09665";"Konigstein Oberpf";"Konigstein, Markt";"09371135"
"09665";"Konigstein Oberpf";"Neukirchen b. Sulzbach-Rosenberg";"09371141"
"09666";"Illschwang";"Birgland";"09371116"
"09666";"Illschwang";"Illschwang";"09371131"
"09671";"Oberviechtach";"Dieterskirchen";"09376122"
"09671";"Oberviechtach";"Guteneck";"09376133"
"09671";"Oberviechtach";"Niedermurach";"09376148"
"09671";"Oberviechtach";"Oberviechtach, Stadt";"09376151"
"09671";"Oberviechtach";"Teunz";"09376171"
"09672";"Neunburg vorm Wald";"Bodenwohr";"09376116"
"09672";"Neunburg vorm Wald";"Dieterskirchen";"09376122"
"09672";"Neunburg vorm Wald";"Neukirchen-Balbini, Markt";"09376146"
"09672";"Neunburg vorm Wald";"Neunburg vorm Wald, Stadt";"09376147"
"09672";"Neunburg vorm Wald";"Schwarzhofen, Markt";"09376164"
"09672";"Neunburg vorm Wald";"Thanstein";"09376172"
"09673";"Tiefenbach Oberpf";"Tiefenbach";"09372163"
"09673";"Tiefenbach Oberpf";"Treffelstein";"09372165"
"09673";"Tiefenbach Oberpf";"Waldmunchen, Stadt";"09372171"
"09673";"Tiefenbach Oberpf";"Weiding";"09376176"
"09674";"Schonsee";"Eslarn, Markt";"09374118"
"09674";"Schonsee";"Schonsee, Stadt";"09376160"
"09674";"Schonsee";"Stadlern";"09376167"
"09674";"Schonsee";"Weiding";"09376176"
"09674";"Schonsee";"Winklarn, Markt";"09376178"
"09675";"Altendorf a Nabburg";"Altendorf";"09376112"
"09675";"Altendorf a Nabburg";"Guteneck";"09376133"
"09675";"Altendorf a Nabburg";"Neunburg vorm Wald, Stadt";"09376147"
"09675";"Altendorf a Nabburg";"Niedermurach";"09376148"
"09675";"Altendorf a Nabburg";"Schwarzach b. Nabburg";"09376162"
"09675";"Altendorf a Nabburg";"Schwarzhofen, Markt";"09376164"
"09676";"Winklarn";"Dieterskirchen";"09376122"
"09676";"Winklarn";"Oberviechtach, Stadt";"09376151"
"09676";"Winklarn";"Rotz, Stadt";"09372154"
"09676";"Winklarn";"Thanstein";"09376172"
"09676";"Winklarn";"Winklarn, Markt";"09376178"
"09677";"Oberviechtach-Pullenried";"Moosbach, Markt";"09374137"
"09677";"Oberviechtach-Pullenried";"Oberviechtach, Stadt";"09376151"
"09677";"Oberviechtach-Pullenried";"Teunz";"09376171"
"09681";"Windischeschenbach";"Kirchendemenreuth";"09374128"
"09681";"Windischeschenbach";"Plo?berg, Markt";"09377146"
"09681";"Windischeschenbach";"Puchersreuth";"09374150"
"09681";"Windischeschenbach";"Reuth b. Erbendorf";"09377149"
"09681";"Windischeschenbach";"Windischeschenbach, Stadt";"09374168"
"09682";"Erbendorf";"Erbendorf, Stadt";"09377116"
"09682";"Erbendorf";"Kemnath, Stadt";"09377129"
"09682";"Erbendorf";"Krummennaab";"09377132"
"09682";"Erbendorf";"Reuth b. Erbendorf";"09377149"
"09683";"Friedenfels";"Erbendorf, Stadt";"09377116"
"09683";"Friedenfels";"Friedenfels";"09377118"
"09683";"Friedenfels";"Krummennaab";"09377132"
"09683";"Friedenfels";"Reuth b. Erbendorf";"09377149"
"09701";"Sandberg Unterfr";"Burkardroth, Markt";"09672117"
"09701";"Sandberg Unterfr";"Sandberg";"09673162"
"09704";"Euerdorf";"Aura a.d. Saale";"09672111"
"09704";"Euerdorf";"Elfershausen, Markt";"09672121"
"09704";"Euerdorf";"Euerdorf, Markt";"09672122"
"09704";"Euerdorf";"Oberthulba, Markt";"09672139"
"09704";"Euerdorf";"Ramsthal";"09672142"
"09704";"Euerdorf";"Sulzthal, Markt";"09672155"
"09708";"Bad Bocklet";"Bad Bocklet, Markt";"09672112"
"09708";"Bad Bocklet";"Munnerstadt, Stadt";"09672135"
"09708";"Bad Bocklet";"Niederlauer";"09673146"
"0971";"Bad Kissingen";"Bad Kissingen, Stadt";"09672114"
"0971";"Bad Kissingen";"Nudlingen";"09672136"
"09720";"Uchtelhausen";"Uchtelhausen";"09678186"
"09721";"Schweinfurt";"Bergrheinfeld";"09678115"
"09721";"Schweinfurt";"Dittelbrunn";"09678123"
"09721";"Schweinfurt";"Geldersheim";"09678132"
"09721";"Schweinfurt";"Gochsheim";"09678135"
"09721";"Schweinfurt";"Niederwerrn";"09678160"
"09721";"Schweinfurt";"Schonungen";"09678174"
"09721";"Schweinfurt";"Schweinfurt, Stadt";"09662000"
"09721";"Schweinfurt";"Sennfeld";"09678178"
"09722";"Werneck";"Bergrheinfeld";"09678115"
"09722";"Werneck";"Hausen b. Wurzburg";"09679143"
"09722";"Werneck";"Waigolshausen";"09678190"
"09722";"Werneck";"Werneck, Markt";"09678193"
"09723";"Rothlein";"Grafenrheinfeld";"09678136"
"09723";"Rothlein";"Kolitzheim";"09678150"
"09723";"Rothlein";"Rothlein";"09678170"
"09723";"Rothlein";"Schwebheim";"09678176"
"09724";"Stadtlauringen";"Stadtlauringen, Markt";"09678181"
"09724";"Stadtlauringen";"Sulzfeld";"09673173"
"09724";"Stadtlauringen";"Thundorf i. UFr.";"09672157"
"09724";"Stadtlauringen";"Uchtelhausen";"09678186"
"09725";"Poppenhausen Unterfr";"Dittelbrunn";"09678123"
"09725";"Poppenhausen Unterfr";"Oerlenbach";"09672140"
"09725";"Poppenhausen Unterfr";"Poppenhausen";"09678168"
"09726";"Euerbach";"Euerbach";"09678128"
"09726";"Euerbach";"Niederwerrn";"09678160"
"09726";"Euerbach";"Poppenhausen";"09678168"
"09726";"Euerbach";"Wasserlosen";"09678192"
"09727";"Schonungen-Marktsteinach";"Gadheim";"09674139"
"09727";"Schonungen-Marktsteinach";"Schonungen";"09678174"
"09728";"Wulfershausen Unterfr";"Arnstein, Stadt";"09677114"
"09728";"Wulfershausen Unterfr";"Wasserlosen";"09678192"
"09729";"Grettstadt";"Grettstadt";"09678138"
"09732";"Hammelburg";"Elfershausen, Markt";"09672121"
"09732";"Hammelburg";"Fuchsstadt";"09672124"
"09732";"Hammelburg";"Hammelburg, Stadt";"09672127"
"09732";"Hammelburg";"Wartmannsroth";"09672161"
"09733";"Munnerstadt";"Burglauer";"09673186"
"09733";"Munnerstadt";"Ma?bach, Markt";"09672131"
"09733";"Munnerstadt";"Munnerstadt, Stadt";"09672135"
"09733";"Munnerstadt";"Strahlungen";"09673171"
"09734";"Burkardroth";"Burkardroth, Markt";"09672117"
"09735";"Massbach";"Ma?bach, Markt";"09672131"
"09736";"Oberthulba";"Bad Kissingen, Stadt";"09672114"
"09736";"Oberthulba";"Oberthulba, Markt";"09672139"
"09737";"Wartmannsroth";"Oberthulba, Markt";"09672139"
"09737";"Wartmannsroth";"Wartmannsroth";"09672161"
"09738";"Rottershausen";"Dittelbrunn";"09678123"
"09738";"Rottershausen";"Oerlenbach";"09672140"
"09738";"Rottershausen";"Rannungen";"09672143"
"09741";"Bad Bruckenau";"Bad Bruckenau, Stadt";"09672113"
"09741";"Bad Bruckenau";"Oberleichtersbach";"09672138"
"09741";"Bad Bruckenau";"Sinntal";"06435027"
"09742";"Kalbach Rhon";"Kalbach";"06631016"
"09744";"Zeitlofs-Detter";"Oberleichtersbach";"09672138"
"09744";"Zeitlofs-Detter";"Schondra, Markt";"09672149"
"09744";"Zeitlofs-Detter";"Wartmannsroth";"09672161"
"09744";"Zeitlofs-Detter";"Zeitlofs, Markt";"09672166"
"09745";"Wildflecken";"Wildflecken, Markt";"09672163"
"09746";"Zeitlofs";"Zeitlofs, Markt";"09672166"
"09747";"Geroda Bay";"Burkardroth, Markt";"09672117"
"09747";"Geroda Bay";"Geroda, Markt";"09672126"
"09747";"Geroda Bay";"Schondra, Markt";"09672149"
"09748";"Motten";"Motten";"09672134"
"09749";"Oberbach Unterfr";"Riedenberg";"09672145"
"09749";"Oberbach Unterfr";"Wildflecken, Markt";"09672163"
"09761";"Bad Konigshofen i Grabfeld";"Aubstadt";"09673113"
"09761";"Bad Konigshofen i Grabfeld";"Bad Konigshofen i. Grabfeld, Stadt";"09673141"
"09761";"Bad Konigshofen i Grabfeld";"Gro?eibstadt";"09673127"
"09761";"Bad Konigshofen i Grabfeld";"Herbstadt";"09673131"
"09761";"Bad Konigshofen i Grabfeld";"Sulzfeld";"09673173"
"09762";"Saal a d Saale";"Gro?eibstadt";"09673127"
"09762";"Saal a d Saale";"Hollstadt";"09673136"
"09762";"Saal a d Saale";"Saal a.d. Saale, Markt";"09673160"
"09762";"Saal a d Saale";"Wulfershausen a.d. Saale";"09673184"
"09763";"Sulzdorf a d Lederhecke";"Bad Konigshofen i. Grabfeld, Stadt";"09673141"
"09763";"Sulzdorf a d Lederhecke";"Bundorf";"09674120"
"09763";"Sulzdorf a d Lederhecke";"Sulzdorf a.d. Lederhecke";"09673172"
"09764";"Hochheim";"Hendungen";"09673130"
"09764";"Hochheim";"Hochheim";"09673134"
"09765";"Trappstadt";"Bad Konigshofen i. Grabfeld, Stadt";"09673141"
"09765";"Trappstadt";"Herbstadt";"09673131"
"09765";"Trappstadt";"Trappstadt, Markt";"09673174"
"09766";"Grosswenkheim";"Gro?bardorf";"09673126"
"09766";"Grosswenkheim";"Munnerstadt, Stadt";"09672135"
"09766";"Grosswenkheim";"Strahlungen";"09673171"
"09771";"Bad Neustadt a d Saale";"Bad Neustadt a.d. Saale, Stadt";"09673114"
"09771";"Bad Neustadt a d Saale";"Hohenroth";"09673135"
"09771";"Bad Neustadt a d Saale";"Niederlauer";"09673146"
"09771";"Bad Neustadt a d Saale";"Rodelmaier";"09673156"
"09771";"Bad Neustadt a d Saale";"Salz";"09673161"
"09772";"Bischofsheim a d Rhon";"Bischofsheim a.d. Rhon, Stadt";"09673117"
"09773";"Unsleben";"Bastheim";"09673116"
"09773";"Unsleben";"Heustreu";"09673133"
"09773";"Unsleben";"Hollstadt";"09673136"
"09773";"Unsleben";"Mellrichstadt, Stadt";"09673142"
"09773";"Unsleben";"Oberstreu";"09673151"
"09773";"Unsleben";"Unsleben";"09673175"
"09773";"Unsleben";"Wollbach";"09673183"
"09774";"Oberelsbach";"Bastheim";"09673116"
"09774";"Oberelsbach";"Oberelsbach, Markt";"09673149"
"09774";"Oberelsbach";"Ostheim v.d. Rhon, Stadt";"09673153"
"09775";"Schonau a d Brend";"Bastheim";"09673116"
"09775";"Schonau a d Brend";"Bischofsheim a.d. Rhon, Stadt";"09673117"
"09775";"Schonau a d Brend";"Schonau a.d. Brend";"09673163"
"09776";"Mellrichstadt";"Hendungen";"09673130"
"09776";"Mellrichstadt";"Mellrichstadt, Stadt";"09673142"
"09776";"Mellrichstadt";"Oberstreu";"09673151"
"09776";"Mellrichstadt";"Stockheim";"09673170"
"09777";"Ostheim v d Rhon";"Ostheim v.d. Rhon, Stadt";"09673153"
"09777";"Ostheim v d Rhon";"Willmars";"09673182"
"09778";"Fladungen";"Fladungen, Stadt";"09673123"
"09778";"Fladungen";"Hausen";"09673129"
"09779";"Nordheim v d Rhon";"Hausen";"09673129"
"09779";"Nordheim v d Rhon";"Nordheim v.d. Rhon";"09673147"
"09779";"Nordheim v d Rhon";"Ostheim v.d. Rhon, Stadt";"09673153"
"09779";"Nordheim v d Rhon";"Sondheim v.d. Rhon";"09673167"
"09779";"Nordheim v d Rhon";"Willmars";"09673182"
"09802";"Ansbach-Katterbach";"Ansbach, Stadt";"09561000"
"09802";"Ansbach-Katterbach";"Bruckberg";"09571122"
"09802";"Ansbach-Katterbach";"Petersaurach";"09571190"
"09802";"Ansbach-Katterbach";"Sachsen b. Ansbach";"09571196"
"09802";"Ansbach-Katterbach";"Weihenzell";"09571217"
"09803";"Colmberg";"Colmberg, Markt";"09571130"
"09803";"Colmberg";"Lehrberg, Markt";"09571171"
"09803";"Colmberg";"Leutershausen, Stadt";"09571174"
"09804";"Aurach";"Aurach";"09571114"
"09804";"Aurach";"Herrieden, Stadt";"09571166"
"09804";"Aurach";"Leutershausen, Stadt";"09571174"
"09805";"Burgoberbach";"Ansbach, Stadt";"09561000"
"09805";"Burgoberbach";"Burgoberbach";"09571127"
"09805";"Burgoberbach";"Weidenbach, Markt";"09571216"
"0981";"Ansbach";"Ansbach, Stadt";"09561000"
"0981";"Ansbach";"Lehrberg, Markt";"09571171"
"0981";"Ansbach";"Sachsen b. Ansbach";"09571196"
"0981";"Ansbach";"Weihenzell";"09571217"
"09820";"Lehrberg";"Ansbach, Stadt";"09561000"
"09820";"Lehrberg";"Colmberg, Markt";"09571130"
"09820";"Lehrberg";"Lehrberg, Markt";"09571171"
"09822";"Bechhofen a d Heide";"Arberg, Markt";"09571113"
"09822";"Bechhofen a d Heide";"Bechhofen, Markt";"09571115"
"09822";"Bechhofen a d Heide";"Burk";"09571128"
"09822";"Bechhofen a d Heide";"Ehingen";"09571141"
"09822";"Bechhofen a d Heide";"Wieseth";"09571223"
"09823";"Leutershausen";"Ansbach, Stadt";"09561000"
"09823";"Leutershausen";"Colmberg, Markt";"09571130"
"09823";"Leutershausen";"Leutershausen, Stadt";"09571174"
"09824";"Dietenhofen";"Bruckberg";"09571122"
"09824";"Dietenhofen";"Dietenhofen, Markt";"09571135"
"09824";"Dietenhofen";"Petersaurach";"09571190"
"09824";"Dietenhofen";"Weihenzell";"09571217"
"09825";"Herrieden";"Ansbach, Stadt";"09561000"
"09825";"Herrieden";"Bechhofen, Markt";"09571115"
"09825";"Herrieden";"Herrieden, Stadt";"09571166"
"09825";"Herrieden";"Wieseth";"09571223"
"09826";"Weidenbach Mittelfr";"Bechhofen, Markt";"09571115"
"09826";"Weidenbach Mittelfr";"Merkendorf, Stadt";"09571177"
"09826";"Weidenbach Mittelfr";"Ornbau, Stadt";"09571189"
"09826";"Weidenbach Mittelfr";"Weidenbach, Markt";"09571216"
"09827";"Lichtenau Mittelfr";"Lichtenau, Markt";"09571175"
"09827";"Lichtenau Mittelfr";"Petersaurach";"09571190"
"09827";"Lichtenau Mittelfr";"Sachsen b. Ansbach";"09571196"
"09828";"Rugland";"Dietenhofen, Markt";"09571135"
"09828";"Rugland";"Flachslanden, Markt";"09571146"
"09828";"Rugland";"Lehrberg, Markt";"09571171"
"09828";"Rugland";"Neuhof a.d. Zenn, Markt";"09575152"
"09828";"Rugland";"Rugland";"09571194"
"09828";"Rugland";"Weihenzell";"09571217"
"09829";"Flachslanden";"Flachslanden, Markt";"09571146"
"09829";"Flachslanden";"Oberdachstetten";"09571183"
"09831";"Gunzenhausen";"Arberg, Markt";"09571113"
"09831";"Gunzenhausen";"Dittenheim";"09577122"
"09831";"Gunzenhausen";"Gunzenhausen, Stadt";"09577136"
"09831";"Gunzenhausen";"Haundorf";"09577138"
"09831";"Gunzenhausen";"Muhr a. See";"09577114"
"09832";"Wassertrudingen";"Auhausen";"09779117"
"09832";"Wassertrudingen";"Rockingen";"09571192"
"09832";"Wassertrudingen";"Wassertrudingen, Stadt";"09571214"
"09833";"Heidenheim Mittelfr";"Dittenheim";"09577122"
"09833";"Heidenheim Mittelfr";"Gnotzheim, Markt";"09577133"
"09833";"Heidenheim Mittelfr";"Heidenheim, Markt";"09577140"
"09833";"Heidenheim Mittelfr";"Treuchtlingen, Stadt";"09577173"
"09833";"Heidenheim Mittelfr";"Westheim";"09577179"
"09834";"Theilenhofen";"Alesheim";"09577113"
"09834";"Theilenhofen";"Dittenheim";"09577122"
"09834";"Theilenhofen";"Gunzenhausen, Stadt";"09577136"
"09834";"Theilenhofen";"Pfofeld";"09577159"
"09834";"Theilenhofen";"Theilenhofen";"09577172"
"09835";"Ehingen Mittelfr";"Ehingen";"09571141"
"09835";"Ehingen Mittelfr";"Langfurth";"09571170"
"09836";"Gunzenhausen-Cronheim";"Arberg, Markt";"09571113"
"09836";"Gunzenhausen-Cronheim";"Ehingen";"09571141"
"09836";"Gunzenhausen-Cronheim";"Gnotzheim, Markt";"09577133"
"09836";"Gunzenhausen-Cronheim";"Gunzenhausen, Stadt";"09577136"
"09836";"Gunzenhausen-Cronheim";"Unterschwaningen";"09571208"
"09836";"Gunzenhausen-Cronheim";"Wassertrudingen, Stadt";"09571214"
"09837";"Haundorf";"Absberg, Markt";"09577111"
"09837";"Haundorf";"Haundorf";"09577138"
"09837";"Haundorf";"Spalt, Stadt";"09576147"
"09841";"Bad Windsheim";"Bad Windsheim, Stadt";"09575112"
"09841";"Bad Windsheim";"Burgbernheim, Stadt";"09575115"
"09841";"Bad Windsheim";"Illesheim";"09575133"
"09842";"Uffenheim";"Markt Nordheim, Markt";"09575146"
"09842";"Uffenheim";"Uffenheim, Stadt";"09575168"
"09842";"Uffenheim";"Weigenheim";"09575179"
"09843";"Burgbernheim";"Burgbernheim, Stadt";"09575115"
"09843";"Burgbernheim";"Gallmersgarten";"09575124"
"09843";"Burgbernheim";"Marktbergel, Markt";"09575143"
"09843";"Burgbernheim";"Ohrenbach";"09571188"
"09843";"Burgbernheim";"Steinsfeld";"09571205"
"09843";"Burgbernheim";"Windelsbach";"09571225"
"09844";"Obernzenn";"Obernzenn, Markt";"09575156"
"09845";"Oberdachstetten";"Colmberg, Markt";"09571130"
"09845";"Oberdachstetten";"Marktbergel, Markt";"09575143"
"09845";"Oberdachstetten";"Oberdachstetten";"09571183"
"09846";"Ipsheim";"Bad Windsheim, Stadt";"09575112"
"09846";"Ipsheim";"Dietersheim";"09575119"
"09846";"Ipsheim";"Ipsheim, Markt";"09575135"
"09846";"Ipsheim";"Markt Erlbach, Markt";"09575145"
"09847";"Ergersheim";"Burgbernheim, Stadt";"09575115"
"09847";"Ergersheim";"Ergersheim";"09575122"
"09848";"Simmershofen";"Gollhofen";"09575127"
"09848";"Simmershofen";"Hemmersheim";"09575130"
"09848";"Simmershofen";"Simmershofen";"09575163"
"09848";"Simmershofen";"Uffenheim, Stadt";"09575168"
"09851";"Dinkelsbuhl";"Dinkelsbuhl, Stadt";"09571136"
"09851";"Dinkelsbuhl";"Monchsroth";"09571179"
"09851";"Dinkelsbuhl";"Wilburgstetten";"09571224"
"09852";"Feuchtwangen";"Dombuhl, Markt";"09571137"
"09852";"Feuchtwangen";"Feuchtwangen, Stadt";"09571145"
"09853";"Wilburgstetten";"Dinkelsbuhl, Stadt";"09571136"
"09853";"Wilburgstetten";"Monchsroth";"09571179"
"09853";"Wilburgstetten";"Weiltingen, Markt";"09571218"
"09853";"Wilburgstetten";"Wilburgstetten";"09571224"
"09853";"Wilburgstetten";"Wittelshofen";"09571227"
"09854";"Wittelshofen";"Ehingen";"09571141"
"09854";"Wittelshofen";"Gerolfingen";"09571154"
"09854";"Wittelshofen";"Langfurth";"09571170"
"09854";"Wittelshofen";"Weiltingen, Markt";"09571218"
"09854";"Wittelshofen";"Wittelshofen";"09571227"
"09855";"Dentlein a Forst";"Dentlein a. Forst, Markt";"09571132"
"09855";"Dentlein a Forst";"Feuchtwangen, Stadt";"09571145"
"09855";"Dentlein a Forst";"Herrieden, Stadt";"09571166"
"09855";"Dentlein a Forst";"Wieseth";"09571223"
"09856";"Durrwangen";"Dentlein a. Forst, Markt";"09571132"
"09856";"Durrwangen";"Dinkelsbuhl, Stadt";"09571136"
"09856";"Durrwangen";"Durrwangen, Markt";"09571139"
"09856";"Durrwangen";"Feuchtwangen, Stadt";"09571145"
"09856";"Durrwangen";"Langfurth";"09571170"
"09857";"Schopfloch Mittelfr";"Dinkelsbuhl, Stadt";"09571136"
